DRIVER,CUSTID,LOCATION,CLUB_NAME,STARTS,WINS,AVG_START_POS,AVG_FINISH_POS,AVG_POINTS,TOP25PCNT,LAPS,LAPSLEAD,AVG_INC,CLASS,IRATING,TTRATING,TOT_CLUBPOINTS,CHAMPPOINTS
"Martti Pietilä","50919","FI","Finland",597,177,7,7,102,329,16289,3995,4.77,"P 4.62",6314,1680,4197,60778
"Gabor Mecs","82446","HU","Central-Eastern Europe",585,110,4,6,98,274,13948,3552,4.56,"A 4.26",6308,1909,3840,57516
"Mikko Melkkilä","26263","FI","Finland",1638,383,4,8,104,860,25772,8407,5.85,"P 3.53",6305,1698,14010,169779
"Adria Perez","207102","ES","Iberia",398,115,4,5,127,248,6218,1932,4.61,"P 1.98",6299,2033,2920,50385
"Marcel Fassbender","159028","DE","DE-AT-CH",439,139,5,5,129,243,10895,267,5.51,"B 3.37",6299,1562,2651,56465
"Aleksi Uusi-Jaakkola","35213","FI","Finland",311,69,6,8,99,162,9290,2054,6.03,"P 3.34",6298,1794,1698,30932
"Joni Bäckman","54448","FI","Finland",1570,793,3,3,122,979,31723,4747,4.29,"A 3.36",6297,2243,9775,191101
"Agustin Canapino","101152","AR","Hispanoamérica",215,52,5,7,126,135,4348,1071,5.03,"A 3.85",6291,1350,2803,27086
"Douglas Lundberg","32572","SE","Scandinavia",248,170,1,3,131,190,5320,3257,2.78,"A 3.79",6290,3065,1945,32523
"Riku Alatalo","74422","FI","Finland",1625,622,6,5,111,1030,32470,10570,4.47,"A 3.39",6288,1771,11609,181016
"Jaroslav Honzik","33911","CZ","Central-Eastern Europe",242,110,3,4,122,172,6046,2430,3.44,"A 4.61",6285,1472,1859,29602
"Joshua K Rogers","169237","AU","Australia/NZ",410,98,6,6,88,191,7104,2159,6.3,"P 3.93",6280,1439,2945,36081
"Maik Rogin","100817","DE","DE-AT-CH",877,196,3,4,89,474,15288,3910,3.42,"A 4.99",6272,1931,5738,78469
"David Williams","16662","GB","UK and I",807,204,5,6,128,473,15544,3811,4.58,"P 3.83",6270,1623,6268,103671
"Thibaut Vernice","143252","FR","France",652,309,5,4,110,469,9912,3821,4.38,"A 3.10",6268,1478,3350,71977
"Patryk Grodzki","115288","PL","Central-Eastern Europe",294,75,5,6,118,165,5637,1340,5.39,"A 4.74",6265,1524,3100,34817
"Romano Berinic","177755","HR","Central-Eastern Europe",436,118,5,7,122,279,7038,1598,3.95,"A 3.47",6262,1284,3383,53108
"Zach Thomas","180977","CA","Canada",887,158,5,6,86,380,15036,2616,5.52,"P 4.99",6261,1466,4841,76135
"Benjamin Smith","67778","AU","Australia/NZ",359,150,4,4,106,249,6171,2333,3.99,"P 2.43",6258,2132,3110,38150
"Robert Bieber","24886","US","Indiana",342,169,2,4,115,243,8206,3551,3.1,"A 4.56",6245,1586,3079,39400
"Vedran Kralj","157946","ME","International Club",697,144,5,7,115,383,16313,3464,5.32,"A 3.84",6242,1350,6175,79971
"Paul F Grillo","78406","GB","UK and I",328,90,4,5,116,189,5189,1469,4.8,"C 4.83",6241,2160,2035,38114
"Alfredo Malo R","260008","ES","Iberia",225,105,3,3,118,185,2648,1267,3.26,"B 2.59",6241,1300,2464,26609
"Jarl Teien","51005","NO","Scandinavia",369,101,5,7,103,192,7975,2663,5.56,"A 3.54",6233,1506,3161,37907
"Philipp Schallenberg","175369","DE","DE-AT-CH",287,47,6,7,117,135,4213,392,5.05,"B 4.73",6229,1556,2717,33578
"Jason Lisner","15692","US","Virginias",369,228,2,2,125,317,7104,4107,2.98,"A 3.62",6226,2274,3035,46119
"Cristian Manzano","163603","ES","Iberia",386,65,5,6,109,209,7395,1186,5.78,"P 3.52",6215,1542,3761,41940
"Andreas Katz","111811","DE","DE-AT-CH",372,184,2,3,97,201,6717,564,2.2,"A 3.83",6206,1670,1197,36265
"Omár Soto Jr","211722","ES","Iberia",301,124,4,5,138,222,5020,1732,4.81,"A 1.47",6206,1350,2074,41469
"Laurent Beteille","60827","FR","France",193,83,2,4,141,147,3971,1263,3.34,"A 4.50",6202,3116,1819,27206
"Sindre Setsaas","242733","NO","Scandinavia",217,43,7,7,120,107,3732,616,5.63,"A 3.99",6201,1350,1925,25957
"Vail Riches","15922","AU","Australia/NZ",592,117,4,5,141,371,14754,2455,2.95,"A 4.99",6199,1850,5462,83739
"Daniel Arent Wensing","68539","BR","Brazil",215,57,4,6,105,106,6323,1749,5.4,"P 3.54",6198,1289,1511,22510
"Marlo Larsen","169948","GB","UK and I",225,133,4,5,126,176,3588,2049,5.36,"A 3.88",6196,1892,2899,28454
"Coen Klopman","161843","NL","Benelux",900,256,5,5,94,384,16206,1541,6.07,"A 4.28",6196,1804,4351,84651
"Jorge Blasco Valls","98921","HK","Iberia",475,95,5,5,118,294,11781,1326,5.69,"A 3.32",6192,1354,5058,56139
"Marc Fangmann","61285","DE","DE-AT-CH",190,108,2,3,115,149,4250,2351,2.33,"A 4.77",6190,2369,2251,21845
"Luke McLean","18209","AU","Australia/NZ",402,241,2,4,139,317,9389,5436,3.43,"A 2.80",6188,2723,2166,55826
"Bryan Heitkotter","17147","US","California Club",264,96,5,4,134,195,7096,1971,2.16,"A 4.99",6185,1995,1458,35496
"Glenn McGee","52576","US","California Club",335,134,4,4,123,234,5555,1943,5.45,"P 3.59",6184,1355,693,41063
"Akos Bokor","127159","HU","Central-Eastern Europe",258,92,2,3,116,195,4602,1136,3.37,"A 4.64",6183,1416,2086,29945
"Kip Dent","51444","GB","UK and I",221,54,5,5,112,129,3863,843,4.42,"A 2.28",6182,1930,1760,24791
"João Vaz","30569","PT","Iberia",543,219,4,6,104,320,13021,5521,3.68,"P 4.64",6179,1304,4331,56259
"John M Sullivan","43836","US","New England",4996,1765,4,5,78,2497,72577,28532,4.45,"B 2.81",6175,1610,11407,388428
"Ricardo Orozco","91826","BR","Brazil",352,125,3,4,105,222,8844,3568,4.17,"A 4.88",6175,1755,2712,37028
"Brett Taft","45941","US","Mid-South",1141,301,4,5,76,412,25012,5665,4.2,"A 4.24",6171,1588,3498,86399
"Joni Hagner","55103","FI","Finland",770,281,4,4,121,393,15619,961,4.86,"P 3.53",6169,1489,4125,93075
"Marcin Skrzypczak","38408","PL","Central-Eastern Europe",535,149,4,6,118,287,10027,1516,5.21,"A 3.87",6169,2013,4154,63121
"Christian Challiner","162441","GB","UK and I",328,148,4,3,102,222,5795,2231,4.77,"A 4.99",6164,2137,2484,33539
"Riley Preston","129455","AU","Australia/NZ",485,136,4,7,114,304,9593,3281,5.3,"P 1.76",6159,2645,5387,55353
"David Gaspers","121975","DE","DE-AT-CH",287,118,4,4,96,181,4077,1633,3.85,"A 3.02",6153,1687,1903,27580
"Kevin Rotting","235376","NL","Benelux",215,45,6,6,143,153,4308,787,3.26,"A 2.40",6153,1314,2599,30674
"Michael Hohenauer","18152","AT","DE-AT-CH",192,97,2,3,140,148,4128,1849,1.9,"A 3.16",6152,2502,1067,26804
"Boris Spoelstra","63102","NL","Benelux",256,52,6,6,100,127,5810,1251,5.02,"A 3.17",6150,1432,1777,26333
"Joonas Ossian Puhakka","33931","FI","Finland",785,168,5,5,107,403,12713,2691,3.82,"A 2.33",6149,1426,5744,83836
"Nicholas Sladeczek","31256","US","Carolina",315,221,2,2,115,230,5684,2842,3.95,"A 4.99",6148,2123,1673,36127
"Michel Dudognon","100012","FR","France",903,385,3,4,116,612,16771,7467,3.14,"A 4.36",6143,1421,7454,104554
"Raffaele A Di Palo","103282","IT","Italy",607,101,6,7,106,300,14022,2495,6.44,"A 3.11",6139,1606,5323,64043
"Stefano Giuriali","51564","IT","Italy",710,198,4,4,89,262,14560,1866,4.52,"A 2.24",6137,2193,2781,63497
"Steliyan Chepilevski","80602","DE","UK and I",732,345,2,4,99,445,12940,3860,4.12,"A 3.37",6130,1444,3287,72699
"Mikko Nässi","59865","FI","Finland",807,449,3,4,128,593,13738,6726,3.76,"A 3.00",6127,2517,6775,103651
"Mattia Branchini","52860","IT","Italy",370,124,4,5,103,210,6536,2443,3.91,"A 4.14",6117,2331,2590,37975
"Tamy Accioly","45945","BR","Brazil",488,61,5,8,98,230,9091,1524,4.92,"A 2.40",6099,1647,4029,47982
"Cam Stark","129990","GB","UK and I",377,82,5,6,102,180,8750,1860,5.1,"A 2.16",6098,1785,2995,38407
"Aleksi Elomaa","26256","FI","Finland",696,222,7,6,124,425,18646,4536,4.48,"P 4.96",6095,1988,5732,86647
"Stephen Michaels","41235","US","Florida",630,164,5,6,98,336,14433,3291,2.95,"P 4.45",6093,1275,4036,62049
"Gianluca Belardinelli","161594","US","Italy",292,49,7,8,96,133,5730,1353,6.43,"P 2.50",6093,1266,2727,28041
"Timmy Hill","51575","US","Atlantic",362,87,6,5,92,202,7841,1619,3.96,"A 4.02",6083,1003,1559,33330
"Anthony Roselli","25944","US","New Jersey",296,100,4,5,124,173,8605,2208,2.77,"A 4.99",6078,2089,1914,36739
"Gabriel Tobar","52255","ES","Iberia",160,118,1,2,134,125,2970,2177,1.33,"A 4.35",6069,2897,614,21425
"Tony Lamberti","29829","US","Texas",360,121,5,4,99,208,9410,3134,2.53,"A 4.99",6069,1575,2487,35798
"Robin Friskopps","54659","SE","Scandinavia",199,34,9,8,97,90,6538,891,5.01,"P 2.46",6061,1497,1168,19273
"Santeri Kekkonen","246350","FI","Finland",106,27,5,5,143,67,2372,252,5.14,"P 3.50",6052,1311,1149,15126
"Jernej Breska","16102","SI","Central-Eastern Europe",179,76,2,3,137,142,3619,1549,1.59,"A 4.99",6048,2133,923,24482
"Romain Marchal","147824","BE","Benelux",420,148,4,5,96,248,6924,2912,5.87,"A 4.42",6042,1453,3756,40280
"Denis Grabovsky","147366","RU","Central-Eastern Europe",1038,141,6,8,102,421,20172,2377,7.48,"P 2.05",6041,1605,6775,105843
"Jere Pääkkönen","60511","FI","Finland",756,120,7,7,85,329,14126,2071,4.86,"P 2.10",6040,1612,4941,64614
"Richard Avery","58950","GB","UK and I",459,107,4,5,128,291,11428,2693,3.85,"A 3.03",6032,1731,3829,58952
"Anders Dahl","52678","DK","Scandinavia",185,73,5,5,120,109,4525,726,5.74,"P 4.66",6031,1457,1524,22254
"Juan Jose Sanchez","100190","ES","Iberia",562,157,3,5,111,349,10520,2453,3.21,"P 4.10",6029,1626,4386,62114
"Paolo Muià","103216","IT","Italy",425,131,5,6,104,233,10511,3145,3.28,"A 4.94",6025,1844,2642,44209
"Mattias Anreus","144246","SE","Scandinavia",344,140,3,5,110,234,6712,2980,3.42,"A 2.57",6021,1746,3221,37678
"Elias Varis","36228","FI","Finland",290,77,4,5,121,163,7054,1719,2.98,"A 3.78",6021,1273,1946,35188
"Cristobal J. Lopez","189025","ES","Iberia",241,61,3,5,106,144,3787,903,3.5,"P 4.71",6017,1813,2496,25465
"Jake French","57716","US","Texas",371,164,3,3,104,271,5730,2457,3.94,"C 2.18",6015,1622,987,38577
"Marco I D' Acunto","164259","IT","Italy",414,67,4,6,131,265,8311,1427,5.1,"P 2.14",6012,1420,4432,54250
"Patrick Wolf","178613","DE","DE-AT-CH",446,119,5,6,96,246,8993,2728,4.14,"A 4.99",6010,1307,4033,42708
"Matthew Daniels","141853","GB","UK and I",218,50,4,5,138,141,3834,736,2.79,"A 4.41",6010,1554,1687,30168
"Andreas Leicht","16162","DE","DE-AT-CH",189,81,2,3,132,128,3692,1332,1.51,"A 4.99",6008,2377,1100,24968
"Francisco Esteve","119661","ES","Iberia",495,129,4,6,102,278,9741,2072,4.51,"A 4.10",6008,1610,3491,50244
"Xavier Busoms","71412","ES","Iberia",712,163,5,5,115,400,14596,2944,3.08,"A 2.53",6007,2319,4533,81524
"Tony Repussard","37921","FR","France",568,226,4,4,120,354,12066,5388,3.57,"A 4.99",6002,2638,3826,68018
"Simon Feigl","74539","AU","Australia/NZ",220,36,7,8,126,119,5670,864,4.9,"P 3.62",6001,1516,2419,27658
"Ricardo Faria","91803","PT","Iberia",461,120,4,5,105,270,7258,2046,5.34,"B 3.13",5998,2063,2407,48519
"Juuso Hietala","202498","FI","Finland",357,26,8,7,101,132,6995,368,5.24,"B 2.76",5996,1331,2729,36122
"Martin Macjon","32815","DE","DE-AT-CH",552,298,3,4,125,399,12162,6896,3.05,"A 4.99",5996,2943,4049,68928
"Ryan Field","16841","US","New England",500,324,2,3,126,401,11064,7162,1.94,"A 4.36",5993,2208,4089,63009
"Dan Rasch","37856","US","Texas",603,251,4,4,90,349,10242,3448,4.61,"A 3.51",5989,2103,3654,54495
"Kevin Ellis Jr","148529","GB","UK and I",403,30,8,7,82,150,8597,728,4.26,"P 4.99",5981,1288,2057,33010
"Robin Esterson","44747","US","New York",1253,202,9,8,61,411,18793,2760,5.53,"B 3.22",5978,1213,6989,75969
"Roope Turkkila","57818","FI","Finland",1216,459,4,4,110,669,26962,5607,4.73,"P 3.83",5975,2083,6304,133958
"Ricardo Silva6","178685","ES","Iberia",940,214,6,7,90,431,15560,3364,5.98,"B 1.37",5961,1555,4692,84374
"Patrick Valente Ferro","118377","DE","DE-AT-CH",124,75,2,3,130,103,3090,232,1.15,"A 4.72",5960,1384,864,16122
"Alex Simpson","81472","GB","UK and I",363,90,6,8,102,178,10350,2517,3.6,"P 3.03",5958,2003,2264,36963
"Daniel Schwonek","183461","DE","DE-AT-CH",354,109,4,5,118,233,5903,2040,3.3,"A 3.32",5956,1498,2986,41794
"Emanuele Petri","121280","IT","Italy",167,77,2,4,115,112,2470,1014,3.1,"P 2.44",5951,2441,1058,19227
"Gianmarco Cordoba","249714","ES","Iberia",220,117,2,3,119,181,2848,1638,2.84,"A 3.10",5947,1808,2156,26159
"Maarten van Loozenoord","141923","NL","Benelux",415,122,5,6,97,204,7622,2346,5.44,"A 3.32",5941,1523,2588,40287
"Klaus Ellenbrand","21915","DE","DE-AT-CH",628,152,4,5,121,391,15378,4226,2.6,"A 4.64",5940,2277,4530,76191
"Marcus Jirak","16149","DE","DE-AT-CH",1808,1038,3,3,126,1398,35581,16612,2.61,"A 4.11",5935,1754,14517,227706
"Thomas O'Leary","111809","GB","UK and I",202,87,3,3,114,153,3465,1548,2.69,"A 4.72",5934,2535,1713,23122
"Bruno do Carmo","72581","BR","Brazil",703,279,4,5,130,491,14030,5242,4.66,"P 3.04",5933,2132,6361,91213
"Fabio Gonzalez","116338","PT","DE-AT-CH",257,99,2,3,121,163,7718,1351,3.84,"P 4.70",5932,2168,1855,30970
"Stephane Gravel","142181","CA","Canada",606,230,3,3,114,426,8423,2974,4.87,"C 3.73",5922,1330,317,69015
"Sergio Avendaño","140685","PE","Hispanoamérica",215,65,4,5,104,132,3341,986,4.53,"A 2.88",5921,2127,1595,22342
"Miklos Borsos","19508","HU","Central-Eastern Europe",415,225,3,3,100,297,5791,3198,2.13,"A 4.91",5917,1756,2121,41429
"Martin Solari","88747","AR","Hispanoamérica",649,165,4,6,99,357,12298,3505,6.1,"A 3.24",5917,1993,5837,64194
"Raúl Diago","98662","ES","Iberia",253,51,5,5,109,153,4698,994,5.04,"A 2.57",5916,1347,2286,27464
"Piotr Smialek","193176","DE","DE-AT-CH",287,100,3,5,125,196,4447,1525,5.31,"A 3.18",5907,1618,1642,35835
"Jairo Via","67781","ES","Iberia",1830,592,4,5,116,1195,31039,9900,3.74,"P 2.89",5905,1288,14481,212183
"Lars Bol","158260","DE","DE-AT-CH",136,73,3,3,125,104,5269,1273,2.67,"A 4.72",5905,1352,1652,17019
"Simon Povey","60594","GB","UK and I",363,128,3,5,122,227,5507,2248,3.85,"P 3.31",5905,2518,3190,44142
"Eduardo Prado","42956","BR","Brazil",596,237,5,3,108,402,12373,2958,2.91,"A 4.35",5904,1446,4439,64465
"Zach Rupcic","21302","US","Midwest",342,191,3,3,112,220,9694,4045,4.85,"A 3.59",5904,1630,2301,38209
"LJ Garnett","105862","GB","UK and I",282,73,5,6,92,137,6674,1310,4.74,"A 2.95",5903,1746,1542,26462
"Ian Ford","44627","AU","Australia/NZ",807,148,6,6,108,406,19468,3623,7.58,"A 3.52",5898,1323,6002,87023
"Vinicius Rocha","126031","BR","Brazil",493,202,3,5,108,311,6369,3206,5.02,"B 2.32",5896,2665,3642,53245
"Maximilian Wenig","199316","DE","DE-AT-CH",154,26,5,6,125,89,2992,494,4.29,"P 3.77",5895,1561,1679,19210
"Greg Stewart","15677","AU","Australia/NZ",438,157,5,5,103,263,6562,2068,3.35,"A 2.01",5885,1929,3948,44966
"Nils Sentkowski","144826","DE","DE-AT-CH",639,131,4,5,93,327,11566,1838,2.67,"A 4.99",5880,1350,3917,59189
"Nestoras  Kiosoglou","45542","DE","International Club",521,116,4,5,107,297,12795,373,5.85,"B 2.70",5878,2119,4545,55589
"Nicolas Taeymans","119557","US","Benelux",379,132,4,5,88,210,4783,1857,5.63,"B 2.20",5872,1294,546,33229
"Gilberto Miglioranza","113984","IT","Italy",632,230,3,5,109,425,10429,2832,6.33,"B 2.84",5871,1518,3504,69003
"Dennis Grebe","36978","DE","DE-AT-CH",414,194,3,3,118,239,10677,2635,2.59,"A 3.76",5869,2134,2114,48886
"David A Jensen","38813","DK","Scandinavia",488,111,4,5,104,266,9952,2069,3.25,"A 4.63",5840,1617,3546,50524
"David Stefanini","73570","IT","Italy",472,78,5,5,97,256,6720,1178,3.22,"A 3.71",5840,2152,2677,45596
"Edward W. Forer","109797","US","New England",243,96,2,5,108,164,3772,1678,4.91,"B 3.54",5837,1608,1631,26583
"George Sandman","17371","US","California Club",405,141,4,5,128,252,13069,4903,1.89,"A 3.89",5835,2559,2212,51756
"Simon Hulbert","25215","GB","UK and I",734,239,3,5,108,405,13475,5533,3.48,"A 2.89",5833,2923,4543,79241
"Christian Aranha","24697","US","California Club",374,150,3,5,114,229,7624,3689,4.47,"B 3.47",5831,2547,2239,42459
"Sergi Lorenz","215821","ES","Iberia",158,45,4,7,129,104,2906,862,4.36,"A 2.48",5828,1343,1722,20353
"Mike Best","123420","US","Virginias",1224,869,1,2,91,868,19985,7997,4.35,"C 4.61",5822,1674,4449,111907
"Benjamin Peron","84845","BE","Benelux",718,186,4,4,87,389,13739,3691,3.68,"A 4.99",5822,1396,4335,62317
"Lukasz Lawrynowicz","184018","CA","Canada",424,82,5,7,97,239,8447,1848,4.28,"A 4.45",5820,1994,4078,41309
"Rodrigo Baronio","67658","BR","Brazil",165,58,3,5,126,110,3463,1280,4.6,"A 3.54",5817,1737,1949,20846
"Simon Cattell","73918","GB","UK and I",129,21,9,9,115,63,4582,367,3.82,"P 3.73",5816,1578,861,14893
"M Brandon Davis","29315","US","West",332,158,3,4,106,234,6537,2669,3.76,"A 4.45",5814,2393,2828,35334
"Michael Dinkel","97359","DE","DE-AT-CH",173,43,6,7,114,97,5988,1656,3.92,"P 2.48",5812,1350,1303,19754
"Rob Read","146468","GB","UK and I",408,107,5,4,107,226,8772,867,2.26,"A 4.99",5809,2322,3002,43664
"Kresimir Prasnicki","50571","HR","Central-Eastern Europe",601,150,4,5,122,409,12756,2925,1.81,"A 4.99",5809,1280,5888,73325
"Wyatt Foster","60672","US","Carolina",317,155,5,5,85,186,5631,2171,3.58,"A 3.57",5802,1350,1420,26912
"Juan Segarra","163758","ES","Iberia",250,43,6,6,104,142,5039,696,4.28,"A 2.94",5802,1409,2131,26096
"Gregory Tanson","146444","LU","Benelux",331,78,4,4,127,216,6340,1113,3.86,"P 4.31",5800,1281,2367,42179
"Daniel Ryan","56911","AU","Australia/NZ",632,183,4,4,88,332,14402,3654,2.52,"A 3.79",5797,1964,3352,55529
"Matthias Witte","40877","DE","DE-AT-CH",627,130,5,5,108,328,14221,2975,3.48,"A 3.72",5796,1723,4816,67850
"Michal Smidl","165639","CZ","Central-Eastern Europe",180,95,2,4,125,150,3026,1755,3.46,"A 3.68",5796,1350,1887,22570
"Thomas Arends","23731","NL","Benelux",177,76,3,4,121,116,3257,1206,3.15,"P 4.43",5796,1582,1523,21452
"Mogar Filho","41176","BR","Brazil",461,144,5,6,89,227,11356,2996,4.36,"P 3.46",5790,2320,1372,41137
"Slava Yatsenko","195149","UA","Central-Eastern Europe",393,54,6,7,91,167,8767,1597,5.87,"A 4.99",5789,1373,2505,36279
"Andreas Simhofer","117683","AT","DE-AT-CH",612,281,2,4,92,359,7663,3958,8.37,"A 2.45",5783,1599,79,56557
"Felipe Persona","114575","BR","Brazil",537,315,2,3,103,393,10541,4096,2.24,"A 4.74",5782,1248,3463,55312
"Xavier Cuartero Silvente","90113","ES","Iberia",242,114,2,3,100,167,4877,2245,2.57,"A 2.30",5782,1671,943,24255
"Shaun Kelly","64287","AU","Australia/NZ",504,80,5,7,95,210,11166,1940,8.8,"A 3.55",5778,1325,2143,47880
"Aritan Maia","29362","BR","Brazil",345,91,4,6,110,208,7737,2458,3.8,"A 3.28",5772,1535,3260,38105
"Simon Palmer","71734","GB","UK and I",429,110,2,4,87,223,6635,1079,5.38,"B 3.30",5772,2039,1489,37201
"Andres Campos","173751","ES","UK and I",730,193,5,6,76,392,13020,3846,5.72,"A 3.52",5765,1803,6512,55374
"Simon Grossmann","118414","DE","DE-AT-CH",120,45,3,4,134,87,3114,1340,2.35,"A 4.99",5765,1738,1355,16059
"Ryan Terpstra","43917","US","Michigan",431,130,4,5,111,274,10882,3062,2.84,"A 4.99",5764,2121,3440,47747
"Jan Sentkowski","156290","DE","DE-AT-CH",173,27,6,6,127,104,3267,413,4.03,"A 4.99",5761,1350,1898,22034
"Joel Guez","32830","FR","France",1132,112,8,7,122,522,27809,2240,5.23,"P 3.06",5758,2123,9357,137734
"Drees Nice","159117","BE","Benelux",1331,480,3,4,100,934,18591,7025,2.58,"A 2.99",5758,1785,6870,133613
"Yuho Abe","21062","JP","Asia",251,93,4,6,113,161,6428,2094,4,"A 1.62",5751,1429,1836,28474
"Wolfgang Rachbauer","84169","SE","Scandinavia",251,118,2,2,108,131,4286,1840,1.85,"A 4.09",5748,2062,1347,27198
"Mikko Niittymäki","99203","FI","Finland",503,114,5,7,110,247,10872,2106,6.33,"B 2.36",5748,1563,4155,55348
"Mike Galloway","109698","US","California Club",413,98,3,5,85,200,6418,1864,5.03,"B 3.43",5746,1951,2481,35058
"Lukas Gotsch","106739","AT","DE-AT-CH",276,86,3,7,99,144,5037,1896,4.21,"P 4.97",5742,1537,2095,27356
"Tikhon Palesski","273594","BY","Central-Eastern Europe",118,62,2,2,127,93,1710,828,7.04,"C 2.72",5740,1350,241,15010
"Teemu Vuolle","39413","FI","Finland",235,89,3,4,130,150,5049,1547,4.24,"A 2.67",5735,1623,1579,30469
"Ricardo Ferreira","103117","PT","Iberia",666,143,4,6,117,387,10881,2438,3.79,"P 2.62",5734,2023,5492,78053
"Emil Spindel","54059","SE","Scandinavia",236,89,5,6,103,141,5241,1579,4.13,"A 4.67",5727,2471,1692,24345
"Cesar Armengod","230463","HK","Iberia",504,111,5,6,115,319,8388,1999,5.11,"A 3.77",5723,1859,5591,58035
"Andrew Lauret","104628","BR","Brazil",1385,567,4,5,93,758,26134,7564,4.56,"A 4.99",5721,2172,10063,129035
"Stuart Whitehead","29018","GB","UK and I",129,66,2,3,128,102,2791,1320,2.03,"A 4.99",5717,1600,1239,16559
"Gaetano Vulcano2","110954","US","Italy",410,100,4,6,90,207,8013,1777,4.19,"P 4.99",5712,1377,3273,36799
"Marcus Lindsey","16731","US","Indiana",278,116,3,3,104,172,4090,1425,1.98,"A 4.51",5711,1808,1522,28792
"Doug Lierle","32250","US","California Club",783,206,4,5,101,440,17670,4784,2.73,"A 4.75",5708,1307,5057,78784
"Enzo Canta","113606","IT","Italy",1468,384,4,6,100,767,21646,7206,5.94,"B 1.86",5707,2381,8423,147400
"Diogo Oliveira","134581","BR","Brazil",472,104,6,6,112,261,13571,2510,5.47,"P 3.50",5706,1292,3132,52944
"Mark Ussher","55441","GB","UK and I",1093,310,4,6,87,525,23634,8962,6.68,"B 4.99",5705,1343,7454,94646
"Mark Mullineux","50695","GB","UK and I",356,78,5,6,81,161,7349,1981,4.56,"A 3.40",5705,2344,1711,28773
"Sam Sutton","104815","AU","Australia/NZ",456,62,7,7,91,196,10733,1578,6.66,"A 3.78",5705,1349,3217,41621
"Samuel Libeert","17140","FR","France",275,140,3,5,124,203,6012,3113,3.95,"A 3.68",5705,1679,2485,34204
"Jere Teittinen","152846","FI","Finland",261,55,4,5,95,145,3932,785,3.02,"A 3.84",5702,1444,1772,24756
"Sebastian Schmalenbach","43900","DE","DE-AT-CH",426,122,5,5,127,296,8890,2167,4.96,"A 4.36",5702,2338,4083,53976
"Jerome Haag","85527","FR","France",953,328,4,5,104,580,18085,5995,3.79,"A 3.44",5702,2172,8397,99514
"Aleksi Kallio","131401","FI","Finland",264,72,4,4,112,174,4255,1170,4.01,"B 3.43",5699,2362,2216,29668
"Wojciech Swirydowicz","69065","IE","Celtic",598,248,3,4,113,402,10477,3340,3.86,"A 3.23",5696,1894,4167,67668
"Kazuki Oomishima","76412","JP","Asia",399,97,7,8,88,197,8809,1795,5.78,"P 2.95",5696,1858,2307,35029
"Michael Wollenschein","35935","DE","DE-AT-CH",292,81,4,5,102,174,5462,1357,2.93,"A 4.99",5693,2049,2231,29691
"Oscar Sahlin","64946","SE","Scandinavia",298,132,2,3,109,164,5646,340,3.53,"A 4.32",5691,1903,1170,32468
"Ashley Beard","236652","GB","UK and I",590,117,5,5,92,331,8694,1507,3.72,"A 1.52",5691,1454,4652,54189
"Bastien Bartsch","24956","FR","France",69,47,2,3,152,62,1713,1095,2.51,"A 2.84",5689,3262,589,10473
"Fernando Guerrero","153097","ES","Iberia",380,106,5,5,122,238,12026,2668,3.55,"A 4.99",5688,3692,3344,46458
